"","dendcut10"
"WP_168064071_Unknown_Unknown_Unknown_Unknown_Sulfolobus_BLAST",5
"WP_156015851_Unknown_Unknown_Unknown_Unknown_Sulfurisphaera_BLAST",5
"WP_010978063_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Sulfurisphaera_PFAM",5
"WP_152943382_Unknown_Unknown_Unknown_Unknown_Acidianus_BLAST",5
"PVU75049_Unknown_Unknown_Unknown_Unknown_Acidianus_BLAST",5
"AEE94448_Unknown_Unknown_Unknown_Unknown_Acidianus_BLAST",5
"WP_048054943_Unknown_Unknown_Unknown_Unknown_Acidianus_BLAST",5
"WP_048099027_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Acidianus_PFAM",5
"WP_013266033_Crenarchaeota_Thermoprotei_Acidilobales_Acidilobaceae_Acidilobus_PFAM",5
"WP_015231747_Crenarchaeota_Thermoprotei_Acidilobales_Caldisphaeraceae_Caldisphaera_PFAM",5
"WP_014026887_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrolobus_PFAM",5
"WP_075050332_Crenarchaeota_Desulfurococcales_Desulfurococcales_NA_Ignicoccus_PFAM",5
"WP_011998664_Crenarchaeota_Desulfurococcaceae_Desulfurococcaceae_NA_Ignicoccus_PFAM",5
"WP_011821232_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Hyperthermus_PFAM",5
"WP_058370454_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrodictium_PFAM",5
"RJS70838_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"RLG34453_Unknown_Unknown_Unknown_Unknown_Methanosarcinales_BLAST",5
"KAF5427752_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"KAF5435819_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"KAF5436024_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"PXF53559_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"RLG34533_Unknown_Unknown_Unknown_Unknown_Methanosarcinales_BLAST",5
"OYT67183_Unknown_Unknown_Unknown_Unknown_ANME_1_BLAST",5
"PXF51214_Unknown_Unknown_Unknown_Unknown_Methanophagales_BLAST",5
"WP_062265560_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoculleus_PFAM",5
"WP_048112507_Unknown_Unknown_Unknown_Unknown_Methanoculleus_BLAST",5
"WP_109939542_Unknown_Unknown_Unknown_Unknown_Methanospirillum_BLAST",5
"RPI40595_Unknown_Unknown_Unknown_Unknown_Methanoregulaceae_BLAST",5
"PKL70101_Unknown_Unknown_Unknown_Unknown_Methanomicrobiales_BLAST",5
"WP_012619216_Euryarchaeota_Methanomicrobia_Methanoregulaceae_NA_Methanosphaerula_PFAM",5
"WP_004077447_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoplanus_PFAM",5
"RQD79108_Unknown_Unknown_Unknown_Unknown_Methanocalculus_BLAST",5
"WP_012106498_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanoregulaceae_Methanoregula_PFAM",5
"WP_066955204_Unknown_Unknown_Unknown_Unknown_Methanoculleus_BLAST",5
"WP_004039445_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanofollis_PFAM",5
"OPZ42879_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",5
"OPX69623_Unknown_Unknown_Unknown_Unknown_Methanoregulaceae_BLAST",5
"OPX66637_Unknown_Unknown_Unknown_Unknown_Methanoregulaceae_BLAST",5
"OPX71697_Unknown_Unknown_Unknown_Unknown_Methanoregulaceae_BLAST",5
"KUO40335_Unknown_Unknown_Unknown_Unknown_Hadesarchaea_BLAST",5
"OYT35885_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_011307185_Unknown_Unknown_Unknown_Unknown_Methanosarcina_BLAST",5
"WP_048149250_Unknown_Unknown_Unknown_Unknown_Methanolacinia_BLAST",5
"WP_013330460_Euryarchaeota_Methanomicrobiales_Methanomicrobiales_NA_Methanolacinia_PFAM",5
"OQC71633_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",5
"SAI88318_Unknown_Unknown_Unknown_Unknown_Methanoculleus_BLAST",5
"WP_062265584_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoculleus_PFAM",5
"RLI44376_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"VVB94293_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",5
"GBE54450_Unknown_Unknown_Unknown_Unknown_archaeon_BLAST",5
"RLE55612_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLE56461_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_012186146_Crenarchaeota_TACK_group_Thermoproteales_NA_Caldivirga_PFAM",5
"KUO83050_Unknown_Unknown_Unknown_Unknown_Caldivirga_BLAST",5
"KUO91937_Unknown_Unknown_Unknown_Unknown_Caldivirga_BLAST",5
"WP_066795918_Unknown_Unknown_Unknown_Unknown_Caldivirga_BLAST",5
"WP_069807198_Unknown_Unknown_Unknown_Unknown_Vulcanisaeta_BLAST",5
"KJR72358_Unknown_Unknown_Unknown_Unknown_Vulcanisaeta_BLAST",5
"WP_013335538_Crenarchaeota_Thermoproteales_Thermoprotei_NA_Vulcanisaeta_PFAM",5
"RLE59575_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLE87782_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLG77977_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLE95856_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"WP_068577252_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_013467634_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_068324828_Unknown_Unknown_Unknown_Unknown_Pyrococcus_BLAST",5
"WP_088866634_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"EEB74514_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_148258726_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_167915307_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_099210057_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"ACS33353_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_048811125_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"ASJ00797_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_088886036_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_088855948_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"ASI98480_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_042699609_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_152880893_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"RLF83768_Unknown_Unknown_Unknown_Unknown_Thermococci_BLAST",5
"WP_062390928_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_088857622_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_167911007_Unknown_Unknown_Unknown_Unknown_Thermococcus_BLAST",5
"WP_011011767_Euryarchaeota_Thermococcaceae_Pyrococcus_NA_Pyrococcus_PFAM",5
"BAA29920_Unknown_Unknown_Unknown_Unknown_Pyrococcus_BLAST",5
"WP_048053233_Unknown_Unknown_Unknown_Unknown_Pyrococcus_BLAST",5
"RLF15097_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"OYT47768_Unknown_Unknown_Unknown_Unknown_Desulfurococcales_BLAST",5
"RLF29095_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",5
"ESQ26681_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST",5
"PMP90191_Unknown_Unknown_Unknown_Unknown_Caldisphaera_BLAST",5
"PMP59570_Unknown_Unknown_Unknown_Unknown_Caldisphaera_BLAST",5
"AFZ70470_Unknown_Unknown_Unknown_Unknown_Caldisphaera_BLAST",5
"WP_172633895_Unknown_Unknown_Unknown_Unknown_Caldisphaera_BLAST",5
"WP_058371195_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrodictium_PFAM",5
"WP_011838960_Crenarchaeota_Thermoprotei_Desulfurococcales_Desulfurococcaceae_Staphylothermus_PFAM",5
"ABU81670_Unknown_Unknown_Unknown_Unknown_Ignicoccus_BLAST",5
"WP_148202215_Unknown_Unknown_Unknown_Unknown_Ignicoccus_BLAST",5
"WP_075049472_Crenarchaeota_TACK_group_TACK_group_NA_Ignicoccus_PFAM",5
"RKY04904_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"OYD13871_Unknown_Unknown_Unknown_Unknown_candidate_BLAST",5
"WP_015738365_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",5
"PVX24567_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"TRO51186_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"PVX27209_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"PVX24752_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"TET26177_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"PVX27788_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"KON32860_Unknown_Unknown_Unknown_Unknown_miscellaneous_BLAST",5
"KON34098_Unknown_Unknown_Unknown_Unknown_miscellaneous_BLAST",5
"TRO50311_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"PDM27109_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLI16234_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_008082092_Euryarchaeota_NA_Aciduliprofundum_NA_Aciduliprofundum_PFAM",5
"RLG43892_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_125741884_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_012308747_Candidatus_Korarchaeota_TACK_group_NA_NA_Korarchaeum_PFAM",5
"RLE86048_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLG59577_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_052353211_Unknown_Unknown_Unknown_Unknown_Methermicoccus_BLAST",5
"KUK05191_Unknown_Unknown_Unknown_Unknown_Euryarchaeota_BLAST",5
"RLI83321_Unknown_Unknown_Unknown_Unknown_Archaeoglobales_BLAST",5
"WP_015590285_Euryarchaeota_Euryarchaeota_Archaeoglobaceae_NA_Archaeoglobus_PFAM",5
"WP_088336028_Unknown_Unknown_Unknown_Unknown_Methanopyrus_BLAST",5
"WP_148689014_Unknown_Unknown_Unknown_Unknown_Methanopyrus_BLAST",5
"WP_013414102_Euryarchaeota_Euryarchaeota_Methanobacteriales_NA_Methanothermus_PFAM",5
"KZX16868_Unknown_Unknown_Unknown_Unknown_Methanobrevibacter_BLAST",5
"WP_067258591_Unknown_Unknown_Unknown_Unknown_Methanobrevibacter_BLAST",5
"WP_116669719_Unknown_Unknown_Unknown_Unknown_Methanobrevibacter_BLAST",5
"WP_019267131_Unknown_Unknown_Unknown_Unknown_Methanobrevibacter_BLAST",5
"RAP43600_Unknown_Unknown_Unknown_Unknown_Methanosphaera_BLAST",5
"WP_016358771_Euryarchaeota_Methanobacteriales_Methanobacteria_NA_Methanobrevibacter_PFAM",5
"RKY69004_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLF45793_Unknown_Unknown_Unknown_Unknown_Thermoplasmata_BLAST",5
"RLG36634_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"WP_125672033_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RZN61617_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLE50720_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLE53015_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RZN57473_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLF16499_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLG63761_Unknown_Unknown_Unknown_Unknown_archaeon_BLAST",5
"RJX16273_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLI00528_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLI32125_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLE51083_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLE52225_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLG52062_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLG54565_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"PCN50184_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST",5
"RLF15027_Unknown_Unknown_Unknown_Unknown_Thermoprotei_BLAST",5
"RLG38419_Unknown_Unknown_Unknown_Unknown_Methanosarcinales_BLAST",5
"WP_010884089_Deinococcus_Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus_PFAM",5
"KYK36091_Unknown_Unknown_Unknown_Unknown_Theionarchaea_BLAST",5
"WP_039635941_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",5
"WP_015357920_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Thermoclostridium_PFAM",5
"WP_004080828_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_PFAM",5
"WP_011994030_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Fervidobacterium_PFAM",5
"WP_012056334_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",5
"WP_073072372_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",5
"WP_012584057_Dictyoglomi_Dictyoglomia_Dictyoglomales_Dictyoglomaceae_Dictyoglomus_PFAM",5
"WP_007292879_Proteobacteria_NA_NA_NA_Deltaproteobacteria_PFAM",5
"WP_053550215_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",5
"WP_069575636_Euryarchaeota_Methanobacteriaceae_Methanobacteriales_NA_Methanobrevibacter_PFAM",5
"WP_058739405_Euryarchaeota_Euryarchaeota_Methanobacteriaceae_NA_Methanobrevibacter_PFAM",5
"WP_072419517_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_PFAM",5
"WP_021771461_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Mitsuokella_PFAM",5
"WP_008858584_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_PFAM",5
"WP_020886537_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",5
"WP_068668217_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermosulfurimonas_PFAM",5
"WP_044036921_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",5
"WP_072985559_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",5
"WP_063289744_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST",5
"WP_068008212_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",5
"WP_181873117_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Fontibacillus_BLAST",5
"WP_038598047_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_BLAST",5
"WP_076113765_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_BLAST",5
"WP_068008220_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",5
"WP_181873114_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Fontibacillus_BLAST",5
"WP_075054518_Thaumarchaeota_Nitrososphaeria_Nitrososphaerales_Nitrososphaeraceae_Nitrososphaera_PFAM",5
"WP_044199348_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Hyalangium_PFAM",6
"WP_014178940_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",6
"WP_065963314_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",6
"WP_016356517_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_PFAM",6
"WP_018029429_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_WgkB",6
"WP_047916433_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_PFAM",6
"WP_013705118_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_PFAM",6
"WP_015051544_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",6
"WP_010073673_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",7
"WP_072725961_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",7
"WP_072831910_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",7
"WP_044664202_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",7
"WP_014731953_Thermotogae_Thermotogae_Kosmotogales_Kosmotogaceae_Mesotoga_PFAM",7
"WP_014295736_Thermotogae_Thermotogae_Petrotogales_Petrotogaceae_Marinitoga_PFAM",7
"WP_035164768_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter_PFAM",7
"WP_072973799_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierella_PFAM",7
"WP_049676144_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfocarbo_PFAM",7
"WP_016214777_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",7
"WP_016250708_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",8
"WP_011225904_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_PFAM",8
"WP_006040676_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",8
"WP_036649102_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",8
"WP_036621097_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",8
"WP_010769786_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",8
"WP_073288690_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_PFAM",8
"WP_009461651_Firmicutes_Clostridia_Lachnospiraceae_NA_Lachnospiraceae_PFAM",8
"WP_013298754_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Thermoanaerobacterium_PFAM",8
"WP_071139845_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",8
"WP_071139847_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",8
"WP_039635732_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_009263513_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_PFAM",8
"WP_015423791_Candidatus_Cloacimonetes_NA_NA_NA_Cloacimonas_PFAM",8
"WP_069699663_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",8
"WP_015761324_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Eggerthella_PFAM",8
"WP_031589839_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_PFAM",8
"WP_021676005_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcaceae_PFAM",8
"WP_038116364_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_PFAM",8
"WP_046371420_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",8
"WP_011226669_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_GggB",8
"WP_011026398_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobacter_PFAM",8
"WP_012546276_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",8
"WP_068858647_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",8
"WP_073588837_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",8
"WP_011025521_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobacter_Tte1186",8
"WP_012269273_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_PFAM",8
"WP_013778196_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Tepidanaerobacter_PFAM",8
"WP_005806099_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Arthromitus_PFAM",8
"WP_054874536_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Oxobacter_PFAM",8
"WP_021657212_Firmicutes_Clostridia_Terrabacteria_group_NA_Clostridiales_PFAM",8
"WP_070110834_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_012103481_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_023162177_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_017752805_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_066618200_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_007062456_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_074364278_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_015615495_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_027638020_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_021284334_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_039631338_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_072893333_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_021801338_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_072984082_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_055259247_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_073004646_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_066821786_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_072832655_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_072903589_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hathewaya_PFAM",8
"WP_044038912_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_010076962_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_015391726_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_058294277_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_003410664_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_039310924_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_002598117_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",8
"WP_005215954_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_055263669_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",8
"WP_069680509_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_008679456_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",8
"WP_027099268_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",8
"WP_003517268_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_CteB",8
"WP_015359756_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Thermoclostridium_PFAM",8
"WP_073269037_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Alkalibacter_PFAM",8
"WP_012813484_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfofarcimen_PFAM",8
"WP_069643842_Firmicutes_Bacilli_Bacillales_No_family_Desulfuribacillus_PFAM",8
"WP_014187745_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",8
"WP_014829484_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",8
"WP_075363000_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",8
"WP_038152883_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_PFAM",8
"WP_038114458_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_PFAM",8
"WP_007556314_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_PFAM",8
"WP_068719928_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonellaceae_PFAM",8
"WP_072744489_Firmicutes_Tissierellia_Tissierellales_No_family_Sporanaerobacter_PFAM",8
"WP_050354235_Firmicutes_Tissierellia_Tissierellales_Gottschalkiaceae_Gottschalkia_PFAM",8
"WP_012063475_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_PFAM",8
"WP_072965723_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caminicella_PFAM",8
"WP_074909028_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Proteiniclasticum_PFAM",8
"WP_009530932_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoanaerobacter_PFAM",8
"WP_009082094_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcaceae_PFAM",8
"WP_007789242_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_PFAM",8
"WP_073123051_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Asaccharospora_PFAM",8
"WP_039679456_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Terrisporobacter_PFAM",8
"WP_038262674_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_PFAM",8
