"","dendcut120"
"OWV22037_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_176421750_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_074208563_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173473327_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173389276_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_159462245_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173847326_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173463232_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_163443825_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_068473543_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_BLAST",46
"WP_180143064_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",46
"WP_092211847_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",46
"WP_152006267_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoluna_BLAST",46
"WP_097019572_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Orenia_BLAST",46
"TWH49490_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_BLAST",46
"WP_145102323_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_BLAST",46
"RCX12977_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Anaerobacterium_BLAST",46
"WP_114298729_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Anaerobacterium_BLAST",46
"WP_161256615_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_BLAST",46
"WP_161261337_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_BLAST",46
"SHJ99614_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_BLAST",46
"WP_072910679_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_BLAST",46
"WP_097019579_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Orenia_BLAST",46
"WP_191739259_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_127065638_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST",46
"WP_127065161_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_BLAST",46
"WP_013655150_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_PFAM",46
"AJA46306_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_003517569_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_BLAST",46
"WP_027621527_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_BLAST",46
"WP_069193957_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_012062297_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_BLAST",46
"WP_044826550_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_036944249_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_BLAST",46
"KNY25938_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_BLAST",46
"WP_036941006_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Pseudobacteroides_PFAM",46
"WP_110462833_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_BLAST",46
"WP_137698165_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_BLAST",46
"WP_013291967_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_013291968_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"SEA32341_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_BLAST",46
"CUN22412_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",46
"SCH84906_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"ACR74189_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",46
"OLA16231_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",46
"RGR54839_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",46
"RGI67466_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_BLAST",46
"WP_118772878_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",46
"WP_118209174_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",46
"WP_118597475_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",46
"WP_117919639_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",46
"WP_118591408_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_BLAST",46
"TAJ14541_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_BLAST",46
"RPH29758_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Unknown_BLAST",46
"WP_009148043_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thiorhodovibrio_BLAST",46
"AFL68640_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST",46
"WP_156790521_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_BLAST",46
"WP_092439154_Bacteroidetes_Bacteroidia_Bacteroidales_Williamwhitmaniaceae_Williamwhitmania_BLAST",46
"EAT58655_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"WP_156778040_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"WP_166807524_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"KAB2887727_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_BLAST",46
"WP_092362552_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Enterocloster_BLAST",46
"WP_173897816_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Faecalicatena_BLAST",46
"OKZ97712_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"SCX14591_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Unknown_BLAST",46
"PWM40915_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_BLAST",46
"WP_154277714_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_BLAST",46
"OGR01172_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OIP38405_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PKN58340_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PKN17872_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OGQ89240_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OGR08413_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OIP30500_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OQB08665_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PKN43965_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PKN27833_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PKN45738_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"RLB58682_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"RLB61408_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"KFO67784_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella_BLAST",46
"KFZ45027_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella_BLAST",46
"WP_011699278_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST",46
"WP_094082263_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Prosthecochloris_BLAST",46
"WP_166808071_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"WP_076791343_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"WP_006366888_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobium_BLAST",46
"WP_011699169_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_BLAST",46
"WP_004511797_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"RLB64444_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"OIP41846_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"PJB42162_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"WP_072301032_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_PFAM",46
"WP_035633578_Firmicutes_Clostridia_Lachnospiraceae_NA_Lachnospiraceae_PFAM",46
"WP_013282565_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_PFAM",46
"WP_012584072_Dictyoglomi_Dictyoglomia_Dictyoglomales_Dictyoglomaceae_Dictyoglomus_PFAM",46
"WP_012543992_Coprothermobacterota_Coprothermobacteria_Coprothermobacterales_Coprothermobacteraceae_Coprothermobacter_PFAM",46
"WP_014811206_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_PFAM",46
"WP_013253836_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",46
"WP_013887315_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Flexistipes_PFAM",46
"WP_072985529_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",46
"WP_002598453_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",46
"WP_004514167_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_010940918_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_039744697_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_013486231_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ethanoligenens_PFAM",46
"WP_006059850_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_PFAM",46
"WP_023347153_Firmicutes_NA_NA_NA_Firmicutes_PFAM",46
"WP_006571022_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_PFAM",46
"WP_048513838_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Megasphaera_PFAM",46
"WP_073589142_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",46
"WP_008901035_Firmicutes_Tissierellia_Tissierellales_Peptoniphilaceae_Peptoniphilus_PFAM",46
"WP_021674839_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcaceae_PFAM",46
"WP_041502589_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Sanguibacteroides_PFAM",46
"WP_018663004_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermobrachium_PFAM",46
"WP_008909700_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_PFAM",46
"WP_012636542_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_PFAM",46
"WP_012635387_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_PFAM",46
"WP_015050073_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",46
"WP_044664965_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",46
"WP_011343821_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_PFAM",46
"WP_066666163_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_PFAM",46
"WP_015739517_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",46
"WP_054936185_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_PFAM",46
"WP_011391775_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_PFAM",46
"WP_015761324_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Eggerthella_PFAM",46
"WP_021676005_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcaceae_PFAM",46
"WP_038116364_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_PFAM",46
"WP_031589839_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_PFAM",46
"WP_069699663_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",46
"WP_061920619_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",46
"WP_003234902_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_SkfB",46
"WP_067230284_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",46
"WP_073498858_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",46
"WP_008447871_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Janthinobacterium_PFAM",46
"WP_010769786_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_PFAM",46
"WP_036621097_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",46
"WP_073288690_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerosporobacter_PFAM",46
"WP_039740420_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_004512285_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_073131694_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Roseomonas_PFAM",45
"WP_065749571_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_PFAM",45
"WP_011159535_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Rhodopseudomonas_PFAM",45
"WP_009339690_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",45
"WP_014809540_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_PFAM",45
"WP_006424739_Proteobacteria_Proteobacteria_NA_NA_Deltaproteobacteria_PFAM",45
"WP_015738365_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",45
"WP_077115640_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia_PFAM",45
"WP_040199823_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",45
"WP_066727389_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",45
"WP_040100595_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",45
"WP_041973730_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_011938664_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_012648423_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_010943534_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_004512263_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_066994323_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",45
"WP_012873301_Chloroflexi_Thermomicrobia_Sphaerobacterales_Sphaerobacteraceae_Sphaerobacter_PFAM",45
"WP_009947185_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora_PFAM",45
"WP_060710387_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",45
"WP_060574732_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",45
"WP_043724469_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria_PFAM",45
"WP_020460755_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_PFAM",45
"WP_019291268_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus_PFAM",45
"WP_072704573_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus_PFAM",45
"WP_006895668_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_062393786_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_007320474_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_007318878_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_008376049_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_005193568_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_020790278_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_006367873_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_005170141_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_007619277_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_012835461_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_006899348_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_010842289_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_005936802_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_PFAM",45
"WP_014814232_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",45
"WP_048419643_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",45
"WP_067954150_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"WP_019514034_Actinobacteria_Terrabacteria_group_NA_NA_Actinobacteria_PFAM",45
"WP_056557298_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"WP_070352545_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"WP_036401579_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",45
"WP_011558418_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"WP_014209159_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",45
"WP_003923363_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"WP_047329088_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",45
"ABL03418_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_MtfC",45
"WP_050670290_Actinobacteria_Actinobacteria_Micrococcales_Dermacoccaceae_Luteipulveratus_PFAM",45
"WP_015759609_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfofarcimen_PFAM",45
"WP_040096879_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",45
"WP_011940373_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_041974112_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_039741526_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",45
"WP_063289744_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_BLAST",45
"WP_068008212_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",45
"WP_181873117_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Fontibacillus_BLAST",45
"WP_038598047_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_BLAST",45
"WP_076113765_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_BLAST",45
"WP_181873114_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Fontibacillus_BLAST",45
"WP_068008220_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",45
"OEU49908_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Unknown_Unknown_BLAST",45
"WP_028992195_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_BLAST",45
"WP_054644816_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_BLAST",45
"WP_013705118_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_PFAM",45
"WP_015051544_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",45
"WP_015051560_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",45
"WP_044664209_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",45
"WP_044664200_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",45
"WP_044774445_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_RrrB",45
"WP_072725958_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",45
"WP_020886537_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",45
"WP_068668217_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermosulfurimonas_PFAM",45
"WP_072419517_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_PFAM",45
"WP_021771461_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Mitsuokella_PFAM",45
"WP_008858584_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_PFAM",45
"WP_007292879_Proteobacteria_NA_NA_NA_Deltaproteobacteria_PFAM",45
"WP_012584057_Dictyoglomi_Dictyoglomia_Dictyoglomales_Dictyoglomaceae_Dictyoglomus_PFAM",45
"WP_044036921_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",45
"WP_072985559_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",45
"WP_049676144_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfocarbo_PFAM",45
"WP_035164768_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloranaerobacter_PFAM",45
"WP_072973799_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierella_PFAM",45
"WP_013010424_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Denitrovibrio_PFAM",45
"WP_044665693_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",45
"WP_015050617_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",45
"WP_007289379_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Thermosinus_PFAM",45
"WP_075754715_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_PFAM",45
"WP_066244730_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Anaerosporomusa_PFAM",45
"WP_013175590_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophothermus_PFAM",45
"WP_073091588_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Thermosyntropha_PFAM",45
"WP_046498855_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_PFAM",45
"WP_061214503_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_BLAST",45
"WP_011640118_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_PFAM",45
"WP_003113242_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_NirJ_PA01",45
"WP_012179833_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Dinoroseobacter_NirJ_DSM16493",45
"WP_024843016_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_NirJ_DSM2944",45
"WP_068515899_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Caldimicrobium_PFAM",45
